Country;TotalCases;NewCases;TotalDeaths;NewDeaths;TotalRecovered;ActiveCases;last_updated
Montserrat;1;1;NA;NA;NA;1;2020-03-18T17:10:00Z
St. Vincent Grenadines;1;NA;NA;NA;NA;1;2020-03-18T17:10:00Z
Somalia;1;NA;NA;NA;NA;1;2020-03-18T17:10:00Z
Suriname;1;NA;NA;NA;NA;1;2020-03-18T17:10:00Z
Eswatini;1;NA;NA;NA;NA;1;2020-03-18T17:10:00Z
Togo;1;NA;NA;NA;NA;1;2020-03-18T17:10:00Z
China;80894;13;3237;11;69614;8043;2020-03-18T18:00:00Z
Italy;35713;NA;2978;475;4025;28710;2020-03-18T18:00:00Z
Iran;17361;NA;1135;147;5710;10516;2020-03-18T18:00:00Z
Spain;13910;NA;623;90;1081;12206;2020-03-18T18:00:00Z
Germany;11973;NA;28;2;86;11859;2020-03-18T18:00:00Z
S. Korea;8413;93;84;3;1540;6789;2020-03-18T18:00:00Z
France;7730;NA;175;NA;602;6953;2020-03-18T18:00:00Z
USA;7687;NA;117;8;106;7464;2020-03-18T18:00:00Z
Switzerland;3076;334;33;6;15;3028;2020-03-18T18:00:00Z
UK;2626;676;104;33;65;2457;2020-03-18T18:00:00Z
Netherlands;2051;346;58;15;2;1991;2020-03-18T18:00:00Z
Austria;1646;314;4;NA;9;1633;2020-03-18T18:00:00Z
Norway;1557;86;6;3;1;1550;2020-03-18T18:00:00Z
Belgium;1486;243;14;4;31;1441;2020-03-18T18:00:00Z
Sweden;1292;96;10;2;1;1281;2020-03-18T18:00:00Z
Denmark;1057;80;4;NA;1;1052;2020-03-18T18:00:00Z
Japan;899;21;29;NA;144;726;2020-03-18T18:00:00Z
Malaysia;790;117;2;NA;60;728;2020-03-18T18:00:00Z
Diamond Princess;712;NA;7;NA;456;249;2020-03-18T18:00:00Z
Portugal;642;194;2;1;4;636;2020-03-18T18:00:00Z
Canada;598;NA;8;NA;12;578;2020-03-18T18:00:00Z
Australia;565;110;6;1;43;516;2020-03-18T18:00:00Z
Czechia;464;30;NA;NA;3;461;2020-03-18T18:00:00Z
Qatar;442;NA;NA;NA;4;438;2020-03-18T18:00:00Z
Israel;433;96;NA;NA;11;422;2020-03-18T18:00:00Z
Greece;418;31;5;NA;14;399;2020-03-18T18:00:00Z
Brazil;367;21;1;NA;2;364;2020-03-18T18:00:00Z
Finland;359;37;NA;NA;10;349;2020-03-18T18:00:00Z
Singapore;313;47;NA;NA;114;199;2020-03-18T18:00:00Z
Pakistan;296;49;1;1;2;293;2020-03-18T18:00:00Z
Ireland;292;NA;2;NA;5;285;2020-03-18T18:00:00Z
Poland;287;49;5;NA;1;281;2020-03-18T18:00:00Z
Slovenia;286;11;1;NA;NA;285;2020-03-18T18:00:00Z
Romania;260;43;NA;NA;19;241;2020-03-18T18:00:00Z
Estonia;258;33;NA;NA;1;257;2020-03-18T18:00:00Z
Bahrain;255;14;1;NA;95;159;2020-03-18T18:00:00Z
Iceland;250;3;NA;NA;5;245;2020-03-18T18:00:00Z
Saudi Arabia;238;67;NA;NA;6;232;2020-03-18T18:00:00Z
Chile;238;37;NA;NA;NA;238;2020-03-18T18:00:00Z
Indonesia;227;55;19;12;11;197;2020-03-18T18:00:00Z
Thailand;212;35;1;NA;41;170;2020-03-18T18:00:00Z
Luxembourg;203;63;2;1;NA;201;2020-03-18T18:00:00Z
Philippines;202;15;17;3;4;181;2020-03-18T18:00:00Z
Egypt;196;NA;6;NA;26;164;2020-03-18T18:00:00Z
Hong Kong;181;13;4;NA;92;85;2020-03-18T18:00:00Z
Iraq;164;10;12;1;41;111;2020-03-18T18:00:00Z
India;155;12;3;NA;14;138;2020-03-18T18:00:00Z
Ecuador;155;44;2;NA;NA;153;2020-03-18T18:00:00Z
Russia;147;33;NA;NA;8;139;2020-03-18T18:00:00Z
